country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
India,p1,Annual,Offline,Y,Medium,N,Y,1,4.0,6.79,74.189136,73.7,2020Q3
India,p2,Annual,Digital,N,Medium,Y,Y,4,2.0,14.2307,79.31862126,73.005,2020Q3
USA,p1,Annual,Digital,Y,Low,N,N,2,4.0,55.49,72.67123794,73.0,2019Q4
India,p2,Annual,Offline,Y,Low,N,Y,5,3.0,9.27,78.55130256,75.88,2019Q4
USA,p2,Monthly,Digital,Y,Medium,N,N,3,3.984972436,51.59267444,72.18119063,71.74775867,2019Q3
USA,p1,Monthly,Digital,Y,Low,Y,Y,1,5.001907116,59.26569862,66.54380334,65.48299106,2018Q4
USA,p2,Annual,Digital,Y,Low,N,N,4,6.0,87.17,84.78036861,80.485,2020Q3
India,p2,Annual,Digital,Y,Low,N,N,5,5.0,9.51,68.2326356,69.97,2020Q2
USA,p1,Monthly,Digital,Y,High,Y,N,3,4.0,62.6905,74.06373426,73.5735,2020Q1
India,p1,Monthly,Offline,N,High,N,N,4,4.0,5.5,71.82669382,70.83,2020Q3
USA,p1,Monthly,Digital,N,High,Y,Y,1,6.0,31.8906,72.65873827,67.32,2019Q4
Japan,p2,Bi-annual,Digital,N,High,N,Y,1,4.0,26.99,88.74707638,90.5,2020Q1
India,p2,Annual,Offline,Y,Medium,Y,N,3,5.0,7.376,78.82911241,79.84,2020Q2
USA,p2,Annual,Digital,Y,Medium,N,N,5,4.670052003,100.6899066,88.31083872,86.02056743,2019Q3
Japan,p1,Bi-annual,Digital,Y,High,N,N,2,5.005106757,22.86447101,80.91428967,85.88630223,2019Q2
USA,p2,Annual,Digital,Y,High,Y,N,3,6.0,83.7907,85.61187344,84.8366,2020Q2
India,p1,Monthly,Digital,N,High,N,N,5,4.0,7.35,58.76844297,62.36,2019Q4
Japan,p1,Bi-annual,Digital,Y,Low,N,N,3,3.0,22.49,87.27276326,86.7,2020Q2
Japan,p1,Bi-annual,Digital,Y,Medium,N,N,5,5.0,22.54,84.82767611,87.63,2020Q2
Japan,p2,Monthly,Offline,N,High,N,N,4,6.0,38.52,87.5628078,84.2,2020Q3
India,p1,Monthly,Digital,Y,Low,Y,N,4,3.0,13.4455,63.2483593,63.8405,2020Q2
USA,p2,Monthly,Offline,Y,High,Y,N,4,6.0,101.8805,81.22849701,80.972,2020Q3
Japan,p1,Monthly,Offline,Y,Medium,N,N,3,3.996338811,13.22527928,71.35727583,71.74797186,2018Q4
India,p2,Monthly,Offline,N,Medium,Y,Y,3,3.0,13.7607,78.14623537,76.8,2020Q3
USA,p1,Annual,Offline,N,Low,N,Y,4,4.0,22.51,75.09518331,78.98,2020Q3
Japan,p2,Annual,Offline,N,Low,N,Y,1,4.994767129,36.33804972,83.71975735,92.43276875,2019Q1
USA,p2,Monthly,Digital,N,High,N,N,3,3.0,47.99,71.04967185,73.01,2020Q1
Japan,p1,Bi-annual,Offline,Y,High,N,Y,1,6.0,19.82,90.22144722,90.17,2020Q3
India,p1,Monthly,Digital,Y,Medium,N,Y,2,3.001092429,10.76990607,63.75536208,63.79087351,2018Q4
India,p1,Annual,Offline,N,Medium,N,Y,2,3.0,5.99,66.22133304,69.0,2020Q1
USA,p2,Annual,Offline,N,Medium,N,N,4,5.999768804,27.50323395,80.70825817,83.38888521,2019Q2
USA,p1,Annual,Offline,N,Low,N,Y,4,5.0,23.98,76.38937184,77.51,2020Q2
India,p1,Annual,Digital,N,High,N,N,3,2.0,5.71,63.30389308,63.49,2020Q2
India,p1,Monthly,Digital,N,Medium,N,N,3,2.967527703,14.15095679,60.35587535,60.364516,2019Q1
India,p2,Annual,Offline,Y,Low,N,Y,5,4.499078837,10.76017104,75.69456113,76.49143598,2019Q1
USA,p2,Monthly,Digital,N,Medium,Y,Y,3,5.0,47.2807,73.42329625,76.53,2020Q3
Japan,p2,Bi-annual,Digital,N,Low,N,Y,1,5.0,26.99,89.11369339,88.5,2020Q1
India,p1,Monthly,Digital,N,Medium,N,Y,3,2.02969789,2.706737319,69.54228012,65.06708957,2018Q4
USA,p1,Annual,Offline,Y,High,Y,N,1,7.0,53.1905,80.12594128,79.312,2019Q4
USA,p1,Annual,Offline,Y,Low,N,N,4,4.0,53.81,81.87246408,77.13,2020Q2
Japan,p1,Monthly,Offline,N,High,N,Y,2,6.976442273,44.06916565,86.43387701,86.23852543,2018Q4
USA,p2,Annual,Digital,Y,High,Y,N,5,6.008452627,95.28495098,75.21364209,71.06966418,2019Q1
USA,p2,Annual,Digital,Y,Medium,N,Y,4,5.0,89.99,78.61349959,80.0,2020Q1
Japan,p2,Bi-annual,Offline,Y,High,N,N,2,4.0,36.66,90.7164755,92.47,2019Q4
Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,5,6.0,35.66,95.0,98.33,2019Q4
India,p1,Annual,Digital,Y,High,Y,N,5,3.0,10.4655,74.10088579,66.9785,2020Q3
Japan,p2,Annual,Digital,Y,Medium,Y,N,5,5.997918953,37.8462855,89.56821226,94.04200607,2019Q2
USA,p2,Annual,Offline,Y,Low,N,N,1,3.992565823,7.197096828,78.39708024,81.74154168,2019Q1
Japan,p2,Annual,Offline,Y,Medium,N,Y,3,4.001638908,12.18888459,70.82178578,73.95173181,2019Q2
India,p1,Monthly,Digital,N,Medium,N,N,4,2.0,6.88,62.87196061,61.85,2020Q2
India,p1,Annual,Offline,N,High,N,Y,4,4.0,5.5,73.26409372,74.01,2020Q2
Japan,p2,Annual,Offline,N,High,N,N,2,7.039471058,44.65379923,79.25116048,81.10302261,2018Q4
Japan,p1,Bi-annual,Offline,Y,Low,N,N,1,6.0,21.54,82.21313441,84.22,2020Q3
USA,p2,Annual,Offline,N,Low,N,Y,2,5.498322359,26.15686846,85.2191599,79.69185025,2019Q2
India,p1,Monthly,Offline,Y,Medium,N,Y,3,4.0,11.49,73.69005755,69.5,2020Q1
USA,p2,Monthly,Offline,N,Low,Y,N,1,3.976867422,54.57489906,74.13808117,68.50960715,2019Q2
India,p2,Annual,Offline,Y,Medium,Y,N,4,5.996205323,48.53181577,81.16951553,76.5401985,2018Q4
USA,p2,Annual,Offline,Y,Medium,Y,Y,2,5.0,83.6907,85.41126796,87.74,2020Q1
Japan,p2,Bi-annual,Digital,Y,High,N,N,1,5.0,36.8,95.0,95.27,2020Q2
USA,p1,Annual,Offline,N,Low,Y,Y,1,5.004075665,27.07284119,80.19627634,73.89790951,2019Q1
India,p1,Annual,Offline,N,High,Y,N,3,4.0,5.6905,74.0024892,72.03,2020Q1
USA,p1,Monthly,Offline,N,Low,Y,N,3,5.0,28.7207,70.33786763,72.0477,2019Q4
India,p1,Monthly,Offline,Y,Low,Y,N,1,5.000061251,11.57641908,72.5550287,74.68530599,2019Q2
India,p2,Annual,Digital,N,Medium,N,N,3,5.003414626,10.56986915,70.32670288,73.58462911,2018Q4
India,p1,Monthly,Digital,N,High,N,N,3,4.0,9.95,66.9928088,59.76,2020Q3
USA,p2,Monthly,Offline,Y,Medium,Y,N,4,4.0,101.5206,82.44203847,82.0552,2020Q2
Japan,p1,Monthly,Offline,Y,High,N,N,5,6.009642452,58.81086194,79.94360558,75.51197332,2018Q4
USA,p1,Monthly,Digital,Y,Low,Y,Y,5,4.0,61.3707,70.31015096,75.435,2020Q1
USA,p1,Annual,Offline,N,Low,N,N,1,4.999001671,9.859751182,74.81016267,71.50285221,2019Q1
India,p1,Monthly,Offline,Y,Low,Y,Y,1,4.0,9.2506,67.45865696,71.51,2020Q2
USA,p1,Annual,Offline,Y,Medium,Y,Y,1,4.005792141,52.74107235,84.51043395,78.71977824,2019Q3
Japan,p1,Bi-annual,Offline,N,Low,N,N,1,5.0,13.49,80.9447911,80.36,2020Q1
India,p2,Monthly,Digital,N,High,Y,N,5,4.017585323,48.89939315,77.99406592,72.45070217,2018Q4
Japan,p2,Monthly,Offline,Y,High,N,N,2,4.015397014,14.90860547,87.81615105,85.61338169,2019Q2
India,p1,Monthly,Offline,Y,Low,Y,Y,5,5.0,9.2455,80.22435745,74.12,2020Q2
Japan,p1,Annual,Offline,N,Medium,N,Y,3,4.001112853,26.99327937,83.89014402,74.37513148,2019Q1
USA,p1,Annual,Offline,N,High,N,Y,4,4.008807098,13.45583475,76.74078528,78.31388753,2019Q3
USA,p2,Monthly,Offline,N,Medium,N,N,3,5.0,47.48,76.06158274,75.97,2020Q2
India,p2,Annual,Offline,Y,Medium,N,N,4,3.0,11.45,74.57620633,71.95,2020Q3
USA,p1,Annual,Offline,N,High,Y,Y,5,4.0,23.0006,82.31875814,83.17,2020Q3
India,p1,Annual,Digital,N,High,N,Y,5,2.0,8.79,67.49063477,62.2,2020Q3
USA,p1,Monthly,Digital,Y,High,N,Y,5,5.989672521,69.83963583,62.50903554,58.13705797,2019Q2
India,p1,Annual,Digital,N,Medium,N,Y,4,4.0,5.5,65.42137269,64.89,2020Q3
India,p2,Monthly,Digital,N,Medium,Y,Y,1,5.0,17.7506,77.23982515,69.65,2020Q3
USA,p1,Annual,Digital,Y,High,N,N,3,5.001911089,30.51525824,73.59346407,85.13363954,2018Q4
India,p2,Annual,Digital,Y,Low,Y,N,1,2.985626412,18.48075975,68.4958929,65.48811189,2018Q4
India,p1,Monthly,Digital,Y,Low,Y,N,5,3.674325065,14.73077029,68.18063779,68.1480562,2019Q1
Japan,p1,Monthly,Offline,Y,High,N,Y,5,5.0,28.81,76.45967254,84.18,2020Q2
Japan,p1,Bi-annual,Offline,N,Medium,N,Y,4,7.0,12.98,83.66909607,87.51,2019Q4
USA,p2,Monthly,Digital,Y,High,Y,Y,5,6.0,102.7707,87.75875742,81.12,2020Q3
USA,p1,Annual,Offline,Y,Medium,Y,N,3,4.0,50.1607,78.32570592,79.625,2020Q2
Japan,p1,Monthly,Offline,N,High,N,Y,4,5.0,17.19,82.70754282,84.3,2020Q2
Japan,p2,Bi-annual,Digital,N,Medium,N,N,5,6.0,31.18,85.49153986,86.95,2019Q4
India,p1,Annual,Offline,N,Low,Y,N,5,6.0,5.6905,75.06519798,71.5155,2020Q1
Japan,p1,Annual,Digital,N,Low,N,N,1,4.0,18.93,76.50555841,75.93,2019Q4
India,p2,Annual,Offline,N,High,N,N,4,6.015597572,9.533153113,76.5645816,70.0647403,2019Q1
USA,p2,Annual,Digital,Y,High,Y,N,5,3.506444575,34.7159029,81.19935207,76.040555,2018Q4
USA,p1,Annual,Digital,N,Low,N,Y,4,6.0,25.67,74.7813788,70.82,2020Q3
India,p2,Monthly,Offline,Y,Medium,Y,Y,3,5.0,12.0807,71.2983318,77.04,2020Q1
USA,p2,Monthly,Digital,Y,High,N,N,5,2.971463942,99.78481687,92.4581432,83.73637798,2019Q1
India,p1,Monthly,Digital,N,Low,N,N,3,4.0,5.5,68.060874,64.4,2019Q4
USA,p1,Annual,Offline,N,Medium,Y,Y,3,5.0,21.2205,90.26240728,80.745,2020Q3
Japan,p2,Bi-annual,Offline,Y,High,N,Y,2,6.0,37.99,93.77297246,93.0,2020Q1
Japan,p1,Bi-annual,Offline,Y,Medium,N,N,3,7.030552838,13.31565511,87.94169722,93.85144473,2018Q4
USA,p1,Annual,Offline,N,High,Y,Y,2,4.000881464,31.22988389,77.47795706,69.81819241,2019Q1
Japan,p2,Annual,Digital,N,Low,N,N,1,5.0,27.68,85.3482255,85.855,2020Q2
USA,p1,Monthly,Offline,N,High,N,Y,2,6.0,31.99,66.72473592,68.5,2020Q2
Japan,p2,Annual,Offline,Y,Medium,Y,N,5,6.011936485,12.62173863,66.80476492,79.46175495,2018Q4
USA,p2,Monthly,Digital,N,Low,N,N,3,3.0,49.76,69.93724945,70.015,2020Q2
USA,p2,Annual,Offline,Y,Low,N,Y,2,5.0,90.23,75.76186826,78.26,2020Q3
Japan,p1,Bi-annual,Offline,N,High,N,Y,5,6.988251192,24.27953716,84.90468829,84.4365451,2019Q3
India,p1,Annual,Digital,N,High,N,Y,1,5.0,5.5,65.03379465,66.15,2020Q3
India,p1,Annual,Offline,Y,Low,Y,Y,5,4.0,8.7555,75.66915444,74.81,2020Q3
USA,p1,Annual,Digital,N,High,Y,Y,3,7.0,23.0606,75.7107025,77.81,2020Q3
Japan,p1,Bi-annual,Offline,Y,Low,N,Y,1,7.083386215,30.50564535,91.48388463,90.27610865,2018Q4
USA,p1,Annual,Offline,Y,Medium,N,N,5,6.0,54.99,78.01456694,76.44,2020Q1
USA,p2,Monthly,Digital,N,High,N,Y,1,4.0,47.69,73.74452216,73.8,2020Q3
India,p1,Monthly,Offline,Y,Medium,Y,N,5,3.0,11.1655,70.30201853,71.78,2020Q2
USA,p2,Annual,Digital,N,High,Y,N,3,5.00138779,40.30416759,86.3658972,81.10583112,2019Q1
Japan,p1,Annual,Digital,N,Medium,N,Y,5,4.0,15.0,85.011589,83.49,2019Q4
Japan,p2,Monthly,Offline,N,Low,N,Y,5,3.0,34.08,83.7591249,88.66,2020Q2
Japan,p1,Monthly,Offline,Y,High,N,N,3,4.014745791,14.56167071,75.46772074,73.45096603,2019Q1
Japan,p2,Monthly,Offline,Y,Low,N,N,1,3.0,52.65,83.90844866,83.825,2020Q2
USA,p1,Monthly,Digital,Y,Low,N,Y,1,4.0,64.64,73.8143838,70.35,2020Q3
USA,p2,Annual,Digital,Y,Medium,Y,Y,4,6.0,83.7207,86.50116307,84.5,2020Q3
India,p1,Annual,Digital,Y,High,Y,Y,5,3.0,9.8006,68.63871928,70.14,2020Q3
USA,p2,Monthly,Offline,N,Medium,Y,N,3,3.0,45.5905,78.94394793,79.233,2020Q1
Japan,p2,Annual,Digital,N,Medium,N,Y,5,6.890994849,49.4685983,82.92706046,80.89659701,2019Q1
India,p1,Annual,Offline,Y,Low,N,Y,3,5.0,11.06,66.51605163,68.93,2020Q3
USA,p2,Monthly,Digital,N,Medium,N,Y,3,4.0,47.99,76.32614252,74.0,2020Q1
India,p1,Annual,Digital,Y,Medium,N,N,5,4.012328564,13.2696411,64.84789446,69.13179028,2019Q3
USA,p1,Monthly,Offline,Y,Low,Y,Y,3,4.997480697,32.5898122,74.07170391,69.47031833,2019Q2
Japan,p2,Monthly,Digital,Y,High,N,N,3,4.003109176,97.962251,89.18155148,84.39847303,2019Q1
USA,p1,Annual,Digital,N,Medium,N,N,4,4.0,24.38,74.35119557,71.17,2020Q3
India,p2,Annual,Digital,Y,Low,N,Y,1,5.484588787,12.63955991,72.60027233,74.08514583,2019Q1
USA,p2,Annual,Offline,Y,Low,Y,Y,4,3.999599523,54.26365655,78.18338221,78.75998188,2019Q3
USA,p1,Monthly,Digital,Y,High,Y,N,3,4.999321313,63.90633807,77.55469391,68.98629008,2019Q3
Japan,p2,Bi-annual,Digital,N,High,N,Y,4,6.006419106,39.24219749,91.02357986,95.0,2019Q1
USA,p2,Monthly,Digital,Y,Medium,N,N,4,4.994654445,55.50586981,73.5261133,68.72501505,2018Q4
India,p2,Annual,Digital,Y,Low,Y,N,3,5.017081369,13.28690021,79.31247294,68.42760513,2018Q4
India,p1,Monthly,Digital,Y,Low,Y,N,1,4.0,11.0555,65.75080161,64.687,2020Q3
USA,p2,Monthly,Digital,Y,Low,N,Y,3,2.994111701,43.08733207,89.80751353,73.65140551,2019Q3
India,p2,Annual,Offline,Y,Medium,Y,Y,1,5.0,9.135,81.95549133,80.07,2020Q2
India,p1,Monthly,Offline,N,Medium,Y,N,5,5.0,6.5706,70.07719656,70.119,2020Q1
USA,p2,Monthly,Digital,Y,Medium,Y,Y,3,5.0,101.5106,78.96813359,80.56,2020Q1
Japan,p1,Bi-annual,Digital,N,Low,N,Y,5,3.996795727,12.16669702,66.43903011,79.71948375,2019Q3
USA,p1,Monthly,Offline,N,Low,N,Y,2,5.0,31.16,70.44119088,67.83,2019Q4
India,p2,Monthly,Digital,Y,High,Y,Y,5,4.0,12.0807,78.11021803,77.04,2020Q1
USA,p2,Annual,Offline,N,High,N,N,4,5.0,40.67,78.40421711,80.17,2019Q4
India,p2,Monthly,Offline,Y,Medium,Y,N,3,6.0,11.9007,79.4699978,75.6792,2020Q3
India,p1,Monthly,Digital,Y,Low,N,Y,1,3.003504486,12.03428178,69.3086844,73.12608464,2019Q1
Japan,p2,Monthly,Offline,N,Low,N,N,1,5.506809043,31.36971225,81.16863092,76.32815847,2019Q3
USA,p2,Monthly,Offline,Y,High,Y,Y,5,6.0,101.6905,83.6607909,82.8,2020Q2
USA,p1,Annual,Digital,Y,High,Y,N,3,3.0,54.9305,81.87967097,76.0285,2020Q2
Japan,p2,Annual,Offline,N,Low,N,Y,0,6.99076753,10.04956534,78.77683609,89.43516569,2019Q3
India,p2,Annual,Digital,N,High,Y,Y,2,5.004714163,7.840130026,80.54202755,82.25627911,2019Q1
India,p2,Annual,Digital,Y,Low,Y,N,5,4.666175765,12.12018704,77.13599438,72.27555878,2019Q1
USA,p2,Annual,Digital,N,Medium,Y,N,1,6.0,38.571,84.31769449,80.965,2020Q2
Japan,p1,Bi-annual,Offline,N,Low,N,Y,5,6.983860411,26.92735148,84.32115656,75.22230173,2019Q2
Japan,p1,Monthly,Digital,N,High,N,Y,3,6.0,16.89,86.91294767,80.6,2020Q2
Japan,p2,Monthly,Offline,N,Low,N,N,4,4.011584229,21.07839777,81.09219311,83.67722928,2019Q3
USA,p2,Annual,Offline,N,Low,Y,N,3,5.0,36.0907,85.67283311,84.4637,2020Q3
USA,p1,Monthly,Digital,N,High,N,N,2,5.0,29.99,71.27886926,65.66,2020Q1
USA,p2,Annual,Offline,Y,Low,N,Y,5,7.0,92.47,80.37007339,78.52,2020Q2
India,p2,Annual,Digital,Y,High,N,N,4,4.0,7.99,73.86498511,74.43,2019Q4
India,p2,Monthly,Offline,Y,Medium,Y,N,5,5.0,12.0807,76.00735812,77.5964,2020Q1
USA,p2,Monthly,Digital,Y,Low,N,Y,2,4.0,106.85,81.13635828,76.14,2019Q4
India,p2,Annual,Offline,N,Low,Y,N,1,4.0,11.6806,78.03920552,74.0872,2020Q3
India,p1,Monthly,Digital,Y,Low,N,Y,5,3.0,11.49,68.01441519,64.5,2020Q1
Japan,p2,Annual,Offline,Y,Low,N,N,4,6.0,41.99,86.06762256,90.16,2020Q1
Japan,p2,Bi-annual,Digital,Y,Medium,N,Y,3,6.0,37.99,91.49161722,95.0,2020Q1
India,p2,Monthly,Offline,N,Medium,N,Y,5,1.0,17.99,66.89625116,71.0,2020Q1
USA,p2,Monthly,Digital,Y,Medium,Y,N,5,5.01484356,89.03688218,82.69960962,90.72051617,2019Q2
India,p2,Annual,Digital,Y,Medium,Y,N,5,4.0,8.087,78.99017002,76.6192,2020Q3
India,p1,Annual,Digital,Y,Medium,Y,N,4,3.0,8.9206,67.63098955,66.4832,2020Q1
India,p1,Monthly,Digital,Y,Low,Y,N,3,3.007023703,8.165704299,62.17443456,62.34054343,2019Q1
India,p1,Annual,Digital,N,Medium,Y,N,3,5.996525013,9.086981036,84.41136232,75.81238063,2019Q3
USA,p1,Monthly,Digital,N,High,Y,Y,3,5.0,29.2305,73.58840753,72.76,2019Q4
USA,p1,Annual,Offline,Y,Medium,N,Y,5,4.0,54.96,74.23349552,78.03,2020Q2
Japan,p2,Monthly,Digital,Y,High,N,Y,4,6.0,46.21,88.46113289,91.78,2019Q4
Japan,p2,Monthly,Offline,Y,High,N,Y,5,5.0,49.99,95.0,91.0,2020Q1
USA,p1,Monthly,Digital,Y,High,Y,N,1,4.0,58.8606,78.42481983,76.4054,2019Q4
USA,p2,Monthly,Offline,Y,Low,Y,Y,5,6.0,100.4307,86.24437065,83.46,2020Q1
Japan,p1,Monthly,Offline,N,Medium,N,Y,2,3.988279181,45.54147664,87.69894049,91.24870322,2019Q3
USA,p2,Monthly,Digital,N,Low,N,N,2,3.994882114,43.19152197,72.5542845,73.16968393,2019Q1
USA,p1,Monthly,Digital,Y,Low,Y,N,3,6.0,62.6905,74.41622251,72.03,2020Q1
India,p1,Monthly,Digital,Y,Low,N,N,1,2.104618353,6.755964507,61.9902047,64.71841482,2019Q3
Japan,p1,Bi-annual,Digital,Y,Medium,N,Y,4,5.00618194,11.26380933,89.01773545,90.01883609,2018Q4
USA,p2,Annual,Offline,Y,High,N,Y,5,4.0,90.58,81.2504293,83.41,2020Q3
Japan,p1,Annual,Digital,N,Low,N,N,4,3.0,16.87,79.87725179,79.46,2020Q3
India,p2,Monthly,Digital,N,High,Y,N,1,4.0,16.0907,72.54650358,71.4205,2019Q4
Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,3,6.0,19.97,86.27143143,89.02,2020Q3
Japan,p2,Monthly,Offline,Y,High,N,N,2,5.0,49.54,83.26077572,89.63,2019Q4
India,p1,Monthly,Offline,Y,Low,Y,N,4,4.016910604,7.901833514,73.18454853,65.95673911,2019Q1
Japan,p2,Annual,Offline,N,Low,N,N,1,5.977931222,36.73982703,79.34978793,88.99729562,2019Q3
Japan,p2,Annual,Offline,N,High,N,Y,4,5.48342136,43.88093478,86.23309219,87.90167858,2019Q3
Japan,p2,Monthly,Offline,N,Low,N,N,5,4.008049583,12.57048258,83.6868159,74.62388522,2019Q3
Japan,p2,Monthly,Offline,Y,High,N,N,5,6.0,47.47,88.97178326,91.7,2020Q2
USA,p1,Annual,Offline,Y,Medium,N,N,5,6.0,54.85,79.9266296,76.58,2019Q4
India,p1,Annual,Offline,Y,Low,Y,Y,5,4.014151593,7.198542815,69.61843371,67.42541269,2018Q4
Japan,p2,Monthly,Digital,Y,Medium,N,Y,3,4.0,50.07,89.96100719,84.42,2020Q3
Japan,p2,Annual,Offline,Y,Low,Y,N,5,6.003375252,91.00469384,89.24998787,87.8544375,2019Q1
Japan,p2,Annual,Offline,N,Medium,N,Y,5,6.0,29.58,92.1064982,92.41,2019Q4
USA,p1,Monthly,Digital,N,High,Y,N,1,6.0,28.1906,72.06373604,69.5996,2020Q1
USA,p2,Monthly,Digital,N,Medium,N,Y,1,4.0,47.99,76.59100785,73.0,2020Q1
Japan,p1,Monthly,Offline,N,Low,N,N,1,5.0,17.88,85.58904942,80.47,2020Q2
India,p2,Monthly,Digital,Y,Medium,Y,N,2,3.001673399,12.91224755,74.65895594,74.71294915,2019Q3
India,p2,Monthly,Digital,Y,Medium,Y,N,5,3.0,12.2106,76.43891058,72.716,2020Q1
USA,p1,Annual,Offline,N,High,N,Y,5,4.503731412,26.37882929,73.76745266,69.36410986,2019Q1
Japan,p2,Annual,Offline,N,Low,N,Y,5,7.0,31.79,89.59893631,89.45,2019Q4
USA,p2,Monthly,Offline,Y,High,Y,N,1,4.0,99.3006,82.9498276,81.1588,2019Q4
India,p1,Annual,Offline,N,High,Y,N,3,4.0,6.4205,73.50535351,71.3,2020Q2
India,p2,Monthly,Offline,N,Medium,N,N,1,4.012032518,17.88275323,64.71835578,69.08469426,2019Q3
Japan,p1,Annual,Digital,Y,Low,N,N,4,7.0,23.96,85.90564604,82.82,2019Q4
USA,p2,Monthly,Offline,Y,Low,N,Y,4,4.008948362,51.178832,76.93558447,85.76727805,2018Q4
USA,p2,Monthly,Offline,N,High,Y,Y,3,3.026474278,66.93608363,77.26601018,70.78315453,2019Q1
USA,p2,Annual,Offline,Y,High,N,N,3,5.0,89.99,78.31469706,79.38,2020Q1
Japan,p2,Monthly,Digital,N,High,N,Y,5,5.999037207,39.76317983,85.47426363,87.09301352,2019Q1
Japan,p1,Bi-annual,Offline,Y,Low,N,Y,5,6.010932271,24.08892096,81.30150022,88.10617383,2018Q4
USA,p2,Monthly,Digital,N,High,N,Y,4,4.0,47.99,77.43581564,77.5,2020Q1
USA,p1,Annual,Offline,Y,Low,N,Y,3,4.0,54.28,73.49479288,75.21,2020Q2
India,p2,Annual,Offline,Y,Medium,N,Y,2,5.0,7.44,80.14510019,77.46,2020Q2
USA,p2,Annual,Offline,N,Medium,Y,N,4,4.48812941,98.74257298,82.3513728,80.37272043,2019Q1
India,p2,Annual,Digital,N,Medium,Y,Y,4,2.0,13.9407,73.06639094,73.295,2020Q1
Japan,p2,Annual,Offline,N,Low,N,Y,5,5.509464329,24.61632907,84.47539764,86.01552785,2019Q1
USA,p1,Monthly,Digital,Y,High,N,N,3,2.0,67.31,71.74117405,68.75,2020Q2
USA,p1,Annual,Offline,Y,Low,N,N,4,4.0,54.99,76.6209221,75.95,2020Q1
Japan,p2,Monthly,Digital,Y,Low,N,Y,3,6.0,52.02,82.52182741,81.72,2020Q3
USA,p1,Monthly,Offline,Y,Low,N,N,3,4.998347875,65.50878133,78.58838999,76.6204889,2019Q2
Japan,p2,Annual,Offline,Y,High,N,N,1,5.014915343,47.75134652,88.14297978,85.16488739,2019Q3
India,p2,Bi-annual,Digital,N,Low,Y,N,5,4.006781434,19.49422258,80.31130745,87.42212486,2019Q3
India,p1,Annual,Offline,Y,Medium,Y,N,4,6.0,8.3457,73.61347204,75.4549,2020Q2
India,p1,Monthly,Offline,N,High,Y,Y,1,2.0,6.5706,71.01660871,69.96,2020Q1
India,p1,Annual,Digital,N,High,Y,N,1,4.0,5.6905,72.81691331,65.3415,2020Q1
Japan,p1,Bi-annual,Digital,N,Medium,N,N,3,4.0,12.85,84.6501505,86.39,2020Q3
USA,p2,Monthly,Offline,N,Low,Y,Y,5,4.0,46.9805,78.26359035,78.41,2020Q3
USA,p1,Monthly,Offline,Y,High,Y,Y,5,3.984069449,67.16753338,83.87019437,73.92542839,2019Q3
USA,p2,Annual,Digital,Y,Low,Y,N,5,5.0,84.4907,86.10577996,82.30155,2019Q4
India,p1,Annual,Offline,N,Low,Y,N,3,4.998270754,23.23968055,78.29740148,76.85281246,2019Q1
Japan,p2,Bi-annual,Digital,N,Medium,N,Y,2,3.005422522,16.17176648,80.82616334,70.88745506,2019Q3
India,p2,Monthly,Digital,Y,High,Y,Y,2,4.0,9.7506,78.89810032,75.6,2019Q4
Japan,p2,Annual,Offline,Y,Medium,N,Y,5,6.0,45.62,93.75760923,89.37,2019Q4
India,p2,Annual,Offline,N,Low,N,N,3,3.99588567,15.9952008,79.69722427,61.96768754,2019Q1
India,p2,Monthly,Digital,N,Medium,N,Y,3,4.0,18.69,68.18448916,66.8,2020Q2
Japan,p2,Monthly,Digital,N,Medium,N,Y,2,4.0,35.99,84.85155243,84.0,2020Q1
Japan,p2,Annual,Offline,Y,Low,N,Y,3,4.992250417,53.67907345,87.54278616,88.93560948,2019Q3
USA,p1,Annual,Digital,N,Medium,N,Y,2,5.0,22.53,74.66230537,73.96,2020Q3
Japan,p1,Annual,Offline,N,Medium,N,N,5,4.0,15.61,81.3144523,82.68,2019Q4
USA,p1,Monthly,Digital,N,Low,N,Y,3,1.911886772,61.65430628,66.34119818,66.02744937,2019Q2
India,p1,Annual,Offline,Y,Low,N,Y,5,4.0,10.18,79.48615097,70.81,2020Q3
Japan,p2,Annual,Offline,Y,Medium,N,Y,2,4.0,43.96,85.42130752,90.53,2020Q2
USA,p2,Annual,Digital,N,High,N,Y,2,6.0,41.19,81.81301464,76.8,2020Q3
India,p2,Monthly,Offline,Y,Low,Y,N,2,5.0,12.0305,74.2594185,73.369,2020Q3
Japan,p1,Bi-annual,Digital,N,High,N,N,3,5.512907489,27.73838147,74.70189003,77.6722003,2019Q2
USA,p2,Monthly,Offline,N,High,Y,Y,1,5.0,46.9107,82.5380736,80.645,2020Q2
USA,p1,Annual,Digital,N,High,N,N,2,5.0,24.18,75.37882915,71.37,2019Q4
India,p2,Monthly,Digital,N,High,N,N,1,3.0,15.05,77.01323732,69.09,2020Q2
Japan,p2,Monthly,Offline,N,Low,N,N,1,6.0,35.15,86.31458871,82.67,2020Q2
USA,p2,Annual,Digital,N,High,N,Y,2,5.0,39.99,84.6402467,78.0,2020Q1
