country,product,entitlement_period,marketing_channel,family_type,hourspendonapp,promo_applied,cross_sell_flag,customer_support__satisfaction,usage_frequency_per_day,asp,previous_year_retention,retention_rate_yr_1,quarter
Japan,p2,Annual,Digital,N,High,N,Y,3,5.0018928,37.88297967,86.35441377,88.31873203,2019Q2
USA,p1,Monthly,Offline,Y,Low,N,Y,3,3.0,65.46,73.01514776,72.03,2020Q3
Japan,p1,Bi-annual,Offline,Y,High,N,N,3,4.0,23.22,84.13193281,84.99,2020Q2
India,p1,Monthly,Digital,N,Medium,N,Y,5,4.508903101,11.29971713,68.75849795,70.8123538,2019Q3
Japan,p1,Monthly,Offline,N,Low,N,Y,1,5.50860419,27.06184484,77.33983809,75.62260286,2019Q3
USA,p2,Annual,Offline,Y,Low,N,Y,5,4.0,94.62,76.67059314,76.37,2019Q4
USA,p1,Monthly,Digital,N,Medium,N,N,4,6.0,32.54,65.85546944,65.07,2020Q2
Japan,p1,Monthly,Offline,N,Medium,N,N,1,6.0,17.2,83.69093714,81.64,2020Q3
USA,p1,Monthly,Digital,Y,Low,N,N,2,2.997932452,49.09853346,64.50380414,69.70662917,2018Q4
India,p2,Annual,Offline,N,High,N,N,5,4.0,14.99,69.19889195,73.99,2020Q1
Japan,p2,Annual,Digital,Y,High,N,Y,2,4.0,43.84,88.51958829,89.65,2020Q2
India,p2,Monthly,Offline,N,Low,N,Y,1,4.0,19.14,65.00116639,66.85,2020Q3
USA,p2,Monthly,Offline,N,Low,N,Y,4,4.0,47.99,78.84693886,76.0,2020Q1
India,p2,Annual,Offline,N,High,N,Y,4,3.0,20.53,69.99764351,69.96,2019Q4
USA,p1,Annual,Offline,N,Medium,N,N,2,6.0,24.99,70.09398752,73.01,2020Q1
Japan,p2,Annual,Digital,Y,Low,N,N,0,6.0,39.63,89.02525117,89.09,2020Q3
USA,p1,Annual,Offline,N,High,Y,Y,5,6.0,23.2407,82.97369195,83.995,2020Q1
USA,p1,Monthly,Offline,Y,Medium,N,Y,4,6.0,65.99,78.89659133,73.0,2020Q1
India,p2,Annual,Digital,N,Low,Y,Y,4,4.0,13.8907,77.27220305,72.81,2019Q4
Japan,p2,Bi-annual,Digital,Y,High,N,Y,3,4.005667273,18.48259726,85.46598481,84.34210499,2019Q1
USA,p2,Annual,Offline,Y,High,N,Y,3,3.983846628,9.062454001,72.12868793,89.32431436,2019Q1
USA,p2,Monthly,Digital,N,Medium,N,Y,3,4.0,47.99,76.32614252,74.0,2020Q1
Japan,p2,Annual,Offline,N,High,Y,Y,2,4.99585703,17.5189948,81.42603245,84.053519,2019Q2
USA,p2,Annual,Offline,N,High,N,N,5,6.0,39.99,81.05085883,80.85,2020Q1
India,p2,Annual,Offline,N,High,Y,Y,4,4.0,14.0707,77.31803446,77.445,2020Q2
Japan,p1,Annual,Digital,N,Low,N,N,1,5.0,16.5,73.9787442,78.36,2020Q2
Japan,p2,Bi-annual,Offline,Y,High,N,Y,5,4.0,37.99,91.35524527,96.0,2020Q1
India,p1,Annual,Offline,Y,Medium,N,Y,5,4.0,8.02,72.63500552,73.47,2020Q2
USA,p2,Annual,Offline,Y,High,N,Y,3,5.0,89.99,84.26962477,81.0,2020Q1
India,p1,Annual,Digital,N,Low,Y,Y,1,6.0,5.6306,70.53933412,65.72,2020Q1
Japan,p1,Bi-annual,Offline,N,Low,N,Y,3,5.0,13.49,83.71596373,85.0,2020Q1
USA,p1,Monthly,Digital,N,High,Y,N,4,5.0,27.4807,79.22343085,76.9578,2019Q4
USA,p1,Annual,Digital,Y,Low,Y,Y,1,5.0,51.1407,78.63774212,80.25,2020Q1
India,p2,Monthly,Offline,N,Low,N,Y,3,3.343638287,43.47336772,68.78606084,68.01783952,2018Q4
USA,p1,Monthly,Digital,N,Low,N,Y,5,4.0,31.07,72.55576605,68.42,2019Q4
USA,p2,Annual,Offline,N,Low,N,N,4,4.0,39.99,81.07838835,77.91,2020Q1
India,p2,Monthly,Digital,N,Low,Y,N,4,4.0,16.9806,69.1421909,67.9714,2020Q3
India,p2,Monthly,Digital,N,Medium,N,N,3,4.0,17.99,65.26681585,65.17,2020Q1
Japan,p1,Bi-annual,Offline,Y,Low,N,N,3,5.006078611,15.97834742,79.40874717,88.03571808,2019Q2
USA,p1,Monthly,Digital,N,Low,Y,N,4,5.0,27.4805,74.4117889,72.5255,2020Q2
India,p1,Monthly,Digital,N,High,Y,Y,3,4.0,8.8006,68.34372072,65.61,2020Q2
USA,p2,Annual,Digital,N,High,N,Y,5,5.006287424,29.39443363,84.36312632,86.66279166,2019Q1
India,p2,Monthly,Digital,Y,Low,Y,Y,1,5.0,14.1707,68.32750347,69.8675,2019Q4
Japan,p1,Monthly,Offline,N,Low,N,Y,5,3.530826518,17.51843481,69.83517288,73.60855887,2019Q2
USA,p2,Monthly,Digital,Y,Low,Y,N,3,4.0,104.4407,75.66097851,74.635,2019Q4
India,p2,Annual,Offline,Y,High,N,Y,1,3.0,12.54,76.73576886,74.36,2020Q3
Japan,p2,Bi-annual,Digital,Y,High,N,Y,4,5.002154077,25.23954759,89.69413297,92.12397866,2019Q1
USA,p1,Monthly,Offline,N,Low,N,Y,1,5.0,28.16,71.48930465,70.83,2020Q3
India,p1,Annual,Digital,Y,Medium,N,Y,3,3.998664801,6.468523939,63.27258794,65.54063778,2018Q4
USA,p1,Monthly,Offline,Y,Medium,Y,Y,4,4.0,65.0806,71.51819596,73.27,2019Q4
USA,p1,Annual,Offline,N,High,N,N,3,3.0,27.7,79.25910604,74.22,2019Q4
USA,p1,Annual,Digital,N,Medium,Y,Y,5,4.0,24.0807,73.13431713,77.27,2020Q3
Japan,p1,Bi-annual,Digital,Y,Low,N,N,3,6.0,19.59,93.12825009,89.6,2020Q3
USA,p2,Annual,Offline,Y,Low,N,Y,5,5.004763551,47.58796492,73.03923792,67.85600769,2019Q3
India,p2,Monthly,Digital,Y,Medium,Y,Y,5,5.0,10.0506,77.65648272,76.36,2020Q3
Japan,p2,Monthly,Offline,N,Low,N,Y,5,4.0,35.99,83.75414795,86.75,2020Q1
Japan,p2,Bi-annual,Digital,N,Low,N,Y,5,4.0,26.99,91.88189372,92.0,2020Q1
USA,p1,Monthly,Digital,N,Medium,Y,Y,3,4.0,28.4905,77.32888054,72.45,2020Q1
USA,p1,Annual,Offline,Y,Low,Y,N,4,4.007986222,25.86221988,75.9201957,76.06317768,2019Q1
USA,p2,Annual,Digital,N,Medium,N,N,3,5.982587353,40.21368859,80.76024618,73.06119823,2019Q2
USA,p2,Monthly,Offline,N,Medium,N,N,5,5.000400228,51.59624248,82.94170581,69.99555949,2018Q4
India,p1,Monthly,Offline,Y,Medium,Y,N,3,3.0,12.9906,72.62755241,70.0066,2020Q2
India,p1,Monthly,Digital,Y,Low,N,N,2,2.986473525,11.20389715,58.21432042,64.31025037,2019Q2
USA,p2,Annual,Offline,N,Low,N,Y,4,4.995889076,37.31184868,82.63705226,80.17796384,2019Q1
India,p1,Monthly,Offline,Y,High,N,Y,3,3.0,13.56,71.86385272,68.43,2020Q3
USA,p2,Annual,Offline,N,Medium,N,N,3,6.0,43.29,77.88380835,75.59,2019Q4
India,p1,Monthly,Offline,N,Low,Y,N,5,5.0,5.9907,73.45286073,70.7662,2020Q2
India,p1,Annual,Offline,Y,Low,Y,Y,5,4.0,9.9355,75.80996766,73.63,2019Q4
Japan,p2,Annual,Digital,Y,High,N,N,4,5.976682795,97.27912684,79.74737507,83.72271611,2019Q1
Japan,p2,Annual,Digital,N,High,N,Y,5,6.0,29.52,92.30225219,90.47,2019Q4
USA,p2,Annual,Offline,N,Medium,N,N,3,4.999496919,32.4492582,85.15193296,77.25629408,2019Q1
India,p2,Monthly,Offline,Y,Low,Y,N,1,4.995628341,9.739244974,77.32228193,69.6804782,2019Q1
India,p2,Monthly,Offline,Y,Low,Y,Y,5,5.0,14.3807,75.19534516,74.74,2020Q2
India,p2,Annual,Offline,N,Low,Y,N,1,2.0,14.0906,69.52496568,71.6772,2020Q1
India,p2,Monthly,Offline,N,High,N,N,2,4.011893699,10.21194225,77.54651624,71.45194199,2019Q2
India,p2,Monthly,Digital,Y,Low,N,Y,3,4.001347987,8.70901564,74.01652927,70.59281575,2019Q2
Japan,p1,Monthly,Digital,N,Low,N,N,1,4.002058326,21.16479422,80.05116856,63.65891445,2019Q3
India,p1,Annual,Offline,N,High,Y,Y,1,3.0,5.5,76.67924421,75.78,2020Q3
India,p2,Monthly,Digital,N,High,N,N,1,3.0,15.05,77.01323732,69.09,2020Q2
USA,p2,Monthly,Offline,Y,High,Y,N,3,6.0,100.5007,86.89858917,84.8666,2020Q3
India,p2,Annual,Offline,N,Medium,Y,N,4,4.0,13.491,75.77989884,79.233,2020Q1
USA,p2,Monthly,Digital,Y,Medium,Y,Y,3,4.0,101.7707,73.70261154,79.445,2020Q3
Japan,p1,Bi-annual,Offline,N,Low,N,N,4,6.352011205,22.7032046,84.55335874,82.24600438,2019Q2
USA,p1,Annual,Digital,N,Medium,N,N,2,4.0,25.44,73.9242789,69.62,2020Q2
Japan,p2,Bi-annual,Digital,N,Low,N,Y,3,6.0,27.81,85.20566575,89.93,2020Q3
India,p1,Monthly,Digital,Y,Low,Y,Y,1,2.0,10.9155,70.28745633,66.15,2020Q1
Japan,p2,Annual,Digital,N,Medium,N,Y,1,3.013060481,28.75492694,82.72972531,86.74133992,2018Q4
USA,p2,Annual,Offline,N,Low,N,N,5,4.505276935,36.23574562,77.85698859,78.94270922,2019Q1
USA,p1,Monthly,Offline,N,High,N,Y,2,1.942704142,58.16764901,70.63408117,65.44086372,2019Q1
USA,p1,Monthly,Digital,Y,High,N,Y,0,3.0,68.57,71.56910609,67.92,2019Q4
Japan,p2,Annual,Digital,Y,High,N,Y,1,4.509115839,24.03811533,86.17465794,86.76726143,2019Q1
Japan,p1,Bi-annual,Digital,N,High,N,N,1,4.0,13.49,87.68446095,87.71,2020Q1
Japan,p1,Monthly,Offline,N,High,N,N,1,4.0,19.9,83.86320736,80.9,2020Q3
Japan,p1,Bi-annual,Digital,Y,Low,N,Y,5,5.995691318,23.84022175,84.99350202,82.85155102,2018Q4
USA,p2,Monthly,Digital,N,Medium,N,Y,5,5.0,45.98,77.81559316,77.51,2020Q3
USA,p2,Monthly,Offline,N,Low,Y,N,5,5.0,44.0105,77.36285088,79.784,2020Q3
India,p1,Annual,Offline,Y,Medium,N,N,1,5.0,9.49,67.43508118,69.58,2020Q1
USA,p2,Annual,Offline,N,Low,Y,N,3,5.0,37.1907,81.55876017,83.3637,2020Q1
India,p1,Annual,Offline,Y,High,Y,Y,5,4.0,7.7606,79.90255941,78.54,2020Q2
USA,p2,Annual,Offline,Y,High,Y,N,1,4.0,83.6907,84.66431126,83.888,2020Q1
Japan,p2,Bi-annual,Offline,N,Medium,N,Y,4,6.0,29.26,90.45680146,89.23,2020Q2
India,p1,Monthly,Offline,Y,High,N,Y,3,3.0,11.49,72.30774666,70.5,2020Q1
Japan,p1,Monthly,Offline,N,Medium,N,N,0,3.0,18.3,82.96485761,80.54,2019Q4
Japan,p2,Bi-annual,Digital,N,Low,N,N,5,6.0,29.3,81.36035714,87.85,2020Q3
USA,p1,Annual,Offline,Y,Low,Y,N,3,6.0,52.4807,80.25387128,78.8779,2019Q4
India,p2,Monthly,Digital,Y,Medium,N,N,1,3.0,8.87,72.67237279,70.76,2019Q4
India,p2,Monthly,Digital,Y,Low,N,Y,5,4.014396378,11.13711492,76.41884764,68.30518672,2019Q2
USA,p2,Monthly,Digital,Y,Low,Y,N,1,4.003065834,76.7209075,76.53476478,70.67282161,2019Q1
USA,p1,Monthly,Offline,Y,Low,Y,N,5,3.0,65.6505,74.00581843,71.6425,2020Q2
India,p1,Annual,Digital,Y,Low,N,N,1,4.996422334,11.60347643,64.20483377,61.55946364,2019Q1
USA,p2,Monthly,Digital,N,Low,N,N,1,5.0,47.99,65.95985998,70.56,2020Q1
USA,p1,Monthly,Digital,Y,High,Y,Y,4,5.0,62.8006,78.45231927,75.55,2020Q3
USA,p2,Annual,Offline,N,Low,Y,Y,5,5.498125798,54.55661626,83.28059668,83.44892682,2019Q3
Japan,p2,Annual,Digital,Y,Medium,N,N,4,6.0,41.86,82.78263261,87.84,2020Q3
USA,p2,Monthly,Offline,N,Low,Y,Y,5,3.0,45.1106,76.63184978,80.56,2020Q1
India,p1,Annual,Digital,N,Medium,Y,N,1,4.0,5.6905,70.70460242,64.3125,2020Q1
India,p1,Annual,Digital,N,Low,Y,N,3,6.024419812,5.652825937,70.38776924,64.74659058,2019Q2
USA,p1,Monthly,Digital,Y,Low,N,N,1,2.983236451,66.64913768,70.84945173,67.8907324,2019Q2
India,p1,Monthly,Digital,N,High,Y,N,5,4.0,5.5,73.29349509,68.156,2020Q3
USA,p2,Monthly,Offline,Y,High,N,N,3,3.0,103.89,80.72259038,83.48,2019Q4
USA,p1,Monthly,Digital,N,Low,Y,Y,1,5.006354607,98.51890771,73.50235397,73.12581104,2019Q1
India,p2,Annual,Offline,N,Low,N,Y,5,4.0,17.68,69.18812152,69.81,2020Q2
India,p2,Annual,Digital,N,Medium,N,Y,4,5.0,17.11,63.15649363,66.88,2020Q3
USA,p2,Monthly,Digital,Y,Low,Y,N,5,4.0,106.2506,72.39207811,74.4685,2019Q4
USA,p2,Annual,Digital,Y,Medium,Y,N,4,5.0,84.291,88.47040664,82.94,2019Q4
Japan,p2,Annual,Digital,N,Low,N,N,5,5.0,27.19,92.03076102,88.06,2019Q4
Japan,p1,Annual,Digital,N,Low,N,Y,3,3.0,17.55,70.15661363,78.94,2019Q4
India,p1,Annual,Offline,Y,High,N,Y,5,4.005630704,7.904006499,75.67709401,78.62881412,2019Q1
USA,p1,Monthly,Digital,N,High,N,Y,5,5.0,31.65,75.74860215,71.34,2019Q4
Japan,p2,Monthly,Offline,N,Low,N,N,3,6.017726517,50.92962612,81.7995849,80.62042595,2019Q1
India,p2,Monthly,Offline,N,Low,Y,Y,1,4.0,18.371,74.71830924,72.62,2020Q2
Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,1,6.0,20.17,90.1117715,87.82,2019Q4
USA,p2,Annual,Offline,Y,Medium,Y,Y,2,5.998909702,80.46968887,80.15489055,94.21784902,2019Q1
Japan,p1,Monthly,Offline,Y,Low,N,Y,3,4.0,29.02,81.77259759,80.97,2020Q3
Japan,p2,Annual,Offline,Y,Medium,N,N,4,6.0,41.99,93.17987859,91.14,2020Q1
India,p1,Annual,Offline,N,Medium,Y,N,5,3.0,5.6306,74.08883693,72.716,2020Q1
India,p2,Monthly,Digital,N,Low,Y,Y,1,4.007976864,24.75434046,70.90836567,75.87835101,2019Q3
USA,p1,Annual,Digital,N,High,N,Y,4,4.0,22.27,74.85521968,75.72,2020Q3
India,p2,Monthly,Offline,N,Medium,Y,N,1,5.02312127,15.02582254,71.23044701,79.83487511,2019Q3
India,p2,Monthly,Offline,N,Low,N,Y,4,3.0,18.33,64.43923152,69.66,2020Q3
USA,p2,Monthly,Digital,N,Low,N,Y,5,2.993227402,49.91661296,70.06817897,70.51577484,2018Q4
Japan,p2,Annual,Offline,Y,High,N,N,4,5.0,44.12,89.4425237,90.97,2019Q4
India,p1,Monthly,Digital,N,Medium,Y,N,4,4.0,6.3906,69.52732768,65.6244,2020Q2
USA,p2,Monthly,Offline,Y,High,Y,N,4,6.0,100.4307,81.61821605,84.9366,2020Q1
Japan,p1,Monthly,Offline,Y,Medium,N,Y,5,6.0,29.66,88.20888121,82.33,2019Q4
USA,p2,Annual,Digital,N,Low,N,N,2,6.003946979,5.656894442,74.02071091,75.48366584,2018Q4
USA,p1,Monthly,Digital,Y,Medium,N,N,1,6.0,65.99,73.6219299,68.11,2020Q1
USA,p2,Monthly,Digital,Y,High,N,Y,2,3.987801991,54.81668914,79.22324428,76.21983303,2019Q2
India,p1,Annual,Digital,Y,Low,Y,N,5,4.0,8.8806,66.07076084,67.562,2020Q3
Japan,p2,Annual,Offline,Y,Medium,N,Y,2,4.004833332,43.6545734,88.56450822,84.20109128,2019Q2
USA,p2,Annual,Offline,N,High,Y,N,1,5.0,35.9007,88.52206244,85.7023,2020Q3
Japan,p1,Monthly,Digital,N,Low,N,N,1,3.0,22.26,73.44464846,69.23,2019Q4
India,p2,Annual,Digital,N,High,Y,Y,4,6.0,12.8506,75.06676309,76.5,2020Q2
India,p1,Annual,Digital,N,Low,Y,N,2,3.0,5.5,66.81902498,66.937,2020Q2
USA,p1,Monthly,Digital,N,Medium,N,Y,5,6.0,29.99,72.75024634,70.0,2020Q1
Japan,p1,Bi-annual,Digital,N,Medium,N,N,1,7.017445609,31.6785275,80.46424904,87.99508153,2019Q1
USA,p2,Annual,Digital,Y,High,Y,Y,4,5.0,85.0806,85.56294156,84.84,2019Q4
USA,p2,Monthly,Offline,Y,Low,N,N,1,4.998602961,96.28936171,79.24003008,70.03239854,2019Q1
USA,p1,Annual,Offline,N,High,Y,Y,5,4.0,23.0006,82.31875814,83.17,2020Q3
USA,p1,Monthly,Digital,N,High,Y,N,1,4.0,30.8106,69.86514317,66.9796,2020Q2
USA,p2,Monthly,Digital,Y,Medium,Y,Y,3,5.0,101.5106,78.96813359,80.56,2020Q1
USA,p1,Annual,Digital,N,High,N,N,2,4.999500994,27.88695667,74.6563157,71.04769416,2019Q1
USA,p1,Annual,Offline,Y,High,Y,Y,3,4.003082179,53.35204345,82.28664544,82.61202678,2018Q4
Japan,p2,Annual,Digital,N,High,N,N,4,4.000165816,47.4536762,83.82888321,85.3328725,2019Q1
Japan,p1,Monthly,Offline,Y,Medium,N,N,4,5.0,27.99,79.36529347,80.85,2020Q1
India,p1,Annual,Digital,N,Low,N,N,1,2.965340359,9.696381122,60.34731401,60.15600995,2018Q4
USA,p2,Annual,Digital,Y,High,Y,N,5,3.506444575,34.7159029,81.19935207,76.040555,2018Q4
USA,p1,Annual,Digital,N,Medium,Y,N,4,6.0,20.6907,83.93103233,79.0978,2020Q2
Japan,p2,Bi-annual,Offline,Y,High,N,Y,5,7.021047731,24.40334646,93.03849824,90.86409382,2019Q3
USA,p1,Annual,Offline,N,High,Y,Y,5,3.999152529,27.29808717,79.94657898,85.04389074,2018Q4
USA,p2,Annual,Digital,Y,Low,N,Y,1,5.339409208,54.17317538,77.35694525,79.0319502,2019Q3
Japan,p2,Bi-annual,Offline,N,Medium,N,Y,3,7.0,26.99,90.78493685,91.5,2020Q1
USA,p1,Monthly,Offline,N,High,N,N,3,4.0,30.79,71.3795334,70.74,2020Q2
India,p2,Annual,Digital,N,Low,Y,Y,5,3.991010384,10.72035122,72.736936,69.10362936,2019Q1
India,p1,Annual,Offline,N,High,N,Y,4,3.0,5.5,72.73041529,74.45,2019Q4
USA,p2,Monthly,Digital,N,Low,Y,Y,3,4.0,47.0105,73.65864845,75.4925,2019Q4
USA,p2,Annual,Digital,N,Low,N,Y,5,5.0,37.45,80.14016906,80.54,2019Q4
Japan,p1,Annual,Offline,Y,Medium,N,Y,5,7.0,22.25,91.79982699,88.74,2020Q2
Japan,p2,Annual,Offline,N,High,N,N,3,7.073509096,9.695434571,80.97018592,87.83630597,2019Q3
Japan,p2,Bi-annual,Offline,Y,High,N,Y,2,4.0,40.53,87.8831601,90.46,2019Q4
Japan,p2,Bi-annual,Offline,Y,Low,N,Y,3,5.0,37.99,92.05048329,91.75,2020Q1
Japan,p1,Bi-annual,Digital,Y,High,N,N,5,5.0,23.05,87.15079,88.1,2019Q4
India,p1,Annual,Offline,Y,Low,Y,Y,4,6.0,8.8257,79.96884506,76.505,2020Q1
USA,p2,Annual,Digital,Y,Low,Y,N,2,5.995362244,87.88062212,80.0323263,76.64661617,2019Q3
Japan,p2,Annual,Offline,Y,Medium,N,N,1,6.0,44.2,93.06639686,88.44,2020Q2
USA,p1,Monthly,Digital,N,Medium,Y,Y,1,3.0,30.5406,68.1591679,67.61,2019Q4
Japan,p2,Bi-annual,Offline,N,High,N,Y,3,7.0,25.15,92.8893909,95.34,2020Q3
India,p1,Monthly,Digital,N,High,N,N,5,3.009560211,11.96582659,68.98944926,74.85983264,2019Q1
India,p2,Annual,Digital,N,Low,Y,N,1,6.0,14.2405,68.9306432,69.4575,2020Q1
India,p2,Annual,Offline,N,Low,N,Y,1,1.0,16.15,68.55461452,67.84,2019Q4
India,p2,Monthly,Offline,N,Low,N,Y,2,2.982037735,10.25005407,68.30457719,60.72017584,2019Q1
USA,p2,Monthly,Digital,Y,Medium,N,Y,3,4.0,108.26,80.47968064,75.73,2019Q4
India,p2,Monthly,Digital,Y,Medium,Y,N,4,4.0,9.831,75.15399261,75.164,2020Q2
India,p1,Annual,Offline,N,Medium,Y,N,5,5.0,6.2306,74.39315635,72.116,2020Q2
USA,p1,Monthly,Offline,N,Low,N,N,2,4.008995693,9.874948342,74.88120867,73.53957362,2019Q2
Japan,p1,Monthly,Offline,Y,Medium,Y,Y,2,4.994646696,30.66872422,83.20215369,82.98189688,2018Q4
Japan,p1,Monthly,Digital,Y,Medium,N,Y,3,5.0,23.71,82.77795444,84.28,2019Q4
Japan,p2,Bi-annual,Offline,Y,Medium,N,N,5,5.0,39.57,90.51308565,90.54,2020Q2
Japan,p2,Annual,Offline,N,Low,N,Y,1,6.0,29.2,84.87682577,89.79,2020Q2
Japan,p2,Annual,Digital,N,High,N,N,1,7.0,27.01,88.64825394,89.22,2020Q2
USA,p2,Annual,Digital,Y,Medium,Y,Y,3,4.0,88.1305,77.69880653,78.21,2020Q2
USA,p1,Monthly,Offline,N,Low,N,Y,1,4.013955315,33.8277973,82.38305322,77.54266724,2018Q4
India,p1,Monthly,Digital,N,Medium,N,N,2,3.0,6.99,64.07349361,61.25,2020Q1
USA,p2,Annual,Offline,N,Medium,N,N,1,4.0,42.56,75.78220656,75.83,2020Q3
USA,p1,Annual,Digital,Y,Medium,N,N,2,4.0,57.12,71.83694957,71.86,2019Q4
USA,p1,Annual,Offline,N,Low,Y,N,3,3.0,23.6505,75.96775764,77.265,2020Q2
USA,p1,Annual,Digital,N,Low,N,Y,1,3.0,23.76,71.4367094,72.23,2020Q3
USA,p2,Monthly,Offline,N,Low,N,Y,3,5.002168582,48.38571997,75.03729531,77.52380499,2019Q2
India,p2,Annual,Digital,Y,High,N,Y,3,5.99613339,11.49501913,72.82568775,63.14694762,2019Q1
USA,p1,Monthly,Digital,Y,High,Y,N,1,4.0,59.3806,78.92163987,75.8854,2020Q2
USA,p1,Monthly,Digital,Y,Low,Y,Y,5,5.006685606,50.00900144,84.26082182,88.10857967,2019Q3
Japan,p2,Monthly,Offline,N,Medium,N,N,1,4.0,35.99,82.34994124,82.81,2020Q1
India,p2,Annual,Offline,N,Low,Y,Y,2,4.012989547,48.86502965,78.47814687,82.13329514,2019Q2
India,p2,Monthly,Offline,Y,High,Y,N,0,3.0,15.7007,75.75781037,72.9278,2019Q4
India,p1,Bi-annual,Offline,N,High,Y,N,3,6.0091978,10.72238919,76.02289612,75.37208589,2019Q3
USA,p1,Annual,Digital,Y,High,N,Y,4,5.0,54.99,74.58314427,77.0,2020Q1
USA,p1,Monthly,Digital,Y,Medium,Y,Y,5,5.0,66.1406,74.1818805,71.15,2019Q4
India,p2,Monthly,Offline,N,Low,N,Y,0,4.010579416,41.35397665,78.9689908,72.7957003,2019Q1
Japan,p1,Bi-annual,Offline,Y,High,N,N,5,5.0,20.99,91.33289754,90.16,2020Q1
India,p2,Monthly,Offline,N,Low,Y,Y,5,5.0,15.3506,75.98335454,75.76,2020Q3
Japan,p1,Annual,Offline,Y,Medium,N,Y,5,6.0,21.63,91.39897986,89.36,2019Q4
India,p1,Annual,Offline,N,Low,Y,N,2,3.0,5.5,78.75541439,72.9891,2020Q3
India,p1,Annual,Digital,Y,Low,N,N,3,4.0,6.93,67.38152035,64.79,2020Q2
Japan,p1,Monthly,Offline,Y,Low,N,N,4,3.0,27.99,75.91950646,80.36,2020Q1
USA,p2,Monthly,Offline,N,High,N,Y,3,5.0,49.43,78.98367153,77.56,2019Q4
India,p1,Annual,Digital,N,Low,N,Y,3,2.99077056,7.723483568,57.65114964,64.34310333,2019Q3
USA,p2,Annual,Offline,N,High,Y,Y,5,5.001324432,34.45544533,82.08157337,92.94923247,2019Q3
India,p1,Monthly,Offline,N,Medium,N,N,3,4.995107772,11.13846209,59.49572617,64.90022575,2019Q3
USA,p1,Monthly,Offline,N,High,N,Y,4,5.012456244,31.5341749,77.69399871,79.39152427,2019Q2
India,p1,Monthly,Digital,N,Low,Y,Y,4,4.007338547,5.885744924,64.84429188,66.08299866,2018Q4
India,p1,Annual,Digital,Y,Medium,Y,Y,4,3.0,10.3557,65.31180691,63.74,2020Q3
USA,p1,Monthly,Offline,N,Low,Y,N,3,4.002114629,30.34456167,79.99940953,77.50265977,2018Q4
Japan,p1,Bi-annual,Offline,Y,High,N,Y,5,7.058946462,25.01594707,86.26529586,85.34759053,2019Q3
USA,p1,Annual,Offline,Y,Low,Y,N,5,6.006724644,10.45775291,77.20782202,79.28535846,2019Q3
Japan,p2,Annual,Digital,N,High,N,Y,1,4.0,32.96,81.60997199,85.03,2020Q3
USA,p1,Monthly,Offline,Y,Low,Y,Y,3,4.997480697,32.5898122,74.07170391,69.47031833,2019Q2
USA,p2,Annual,Offline,Y,High,N,N,5,7.0,89.99,86.0907611,82.32,2020Q1
Japan,p1,Monthly,Offline,Y,Low,N,Y,3,7.0,29.25,75.44743539,80.74,2019Q4
India,p2,Annual,Offline,N,High,N,N,4,3.0,14.99,68.05432732,71.05,2020Q1
USA,p2,Annual,Offline,Y,Low,N,N,4,6.002967552,47.60523551,82.95960483,84.78358245,2018Q4
India,p2,Monthly,Digital,Y,High,N,Y,1,5.500204113,37.82591206,69.80692887,72.97794093,2019Q2
Japan,p1,Monthly,Digital,Y,Low,N,Y,0,5.0,29.17,73.61364766,75.32,2020Q2
India,p1,Annual,Digital,Y,High,Y,N,5,4.0,9.0155,73.86546252,68.4285,2020Q1
India,p2,Monthly,Offline,N,Medium,N,N,4,4.0,16.32,72.69520363,71.25,2019Q4
Japan,p1,Bi-annual,Offline,Y,Medium,N,Y,1,6.0,18.75,90.37643992,89.24,2020Q2
USA,p2,Annual,Offline,Y,Low,N,Y,5,5.96931483,36.45245011,89.09482057,85.85284787,2019Q2
India,p2,Monthly,Digital,N,Low,Y,N,5,3.0,18.8605,76.13293329,66.91575,2020Q3
Japan,p2,Monthly,Digital,Y,High,Y,N,5,6.025283441,13.97132259,85.23276493,88.43985063,2019Q2
Japan,p1,Bi-annual,Digital,N,High,N,Y,5,6.0,13.49,92.02254639,91.5,2020Q1
Japan,p1,Bi-annual,Digital,Y,Low,N,N,5,6.0,23.0,87.30349794,86.68,2020Q3
India,p2,Annual,Digital,N,High,Y,N,1,4.0,14.5807,71.94945355,73.2863,2020Q2
USA,p1,Annual,Offline,N,Low,Y,Y,5,4.0,23.4906,79.59055251,81.09,2020Q1
Japan,p2,Monthly,Digital,N,High,N,Y,5,5.0,38.47,86.92860114,84.52,2020Q3
USA,p1,Monthly,Digital,Y,High,Y,N,3,5.0,64.8805,76.92555242,71.3835,2020Q2
USA,p2,Monthly,Digital,N,High,Y,N,4,4.0,45.1106,83.8027147,80.507,2020Q1
India,p1,Annual,Offline,N,Low,N,Y,1,4.0,5.5,75.43571414,69.66,2020Q3
USA,p1,Monthly,Digital,N,High,N,Y,3,2.0,32.01,69.91276435,67.98,2019Q4
Japan,p2,Annual,Digital,N,Low,N,Y,2,4.007736174,35.01036196,87.67429424,85.50838,2019Q3
USA,p2,Monthly,Offline,N,Medium,N,Y,5,4.0,48.64,79.22647974,76.35,2019Q4
India,p2,Annual,Digital,N,Low,Y,Y,4,4.0,14.6907,78.67287209,72.01,2020Q2
